user_id,age,gender,country,platform,daily_usage_hours,sessions_per_day,avg_session_minutes,scroll_before_sleep,sleep_hours,notifications_per_day,posts_per_week,followers,addiction_score,anxiety_score,depression_score,productivity_score,fomo_score
USR0449,19,Female,Brazil,TikTok,4.03,13,14.4,1,7.6,40,1,509,35.7,17.0,19.0,74.7,19.4
USR0450,22,Female,Kenya,TikTok,4.1,9,25.8,1,8.2,21,3,193,37.6,11.5,8.8,69.6,15.8
USR0451,18,Male,India,Instagram,3.12,4,46.3,1,8.7,22,3,27,23.2,6.6,18.9,77.3,16.2
USR0452,21,Male,USA,Instagram,5.37,11,30.8,1,7.1,60,3,3423,40.6,28.4,24.6,74.9,19.0
USR0453,13,Male,USA,TikTok,0.5,1,27.0,1,8.6,3,2,1420,5.8,4.6,1.6,100.0,0.0
USR0454,25,Female,Kenya,Instagram,3.82,6,35.9,1,8.3,17,8,331,29.9,14.2,9.0,78.4,18.3
USR0455,24,Female,South Africa,TikTok,5.26,8,41.0,1,7.6,44,3,105,46.0,25.5,20.8,68.3,17.7
USR0456,18,Female,USA,TikTok,2.17,5,28.9,1,7.0,10,1,458,19.5,20.7,4.1,91.3,7.6
USR0457,28,Male,USA,TikTok,5.76,10,32.7,0,7.6,44,2,693,33.9,20.1,5.5,71.5,26.2
USR0458,30,Female,India,TikTok,6.06,13,24.0,1,7.8,73,3,1280,49.5,29.4,18.3,69.5,35.4
USR0459,13,Male,India,TikTok,6.26,20,28.6,1,6.9,80,5,1470,53.8,26.2,22.8,66.2,23.5
USR0460,18,Female,Germany,TikTok,0.5,1,32.3,1,8.3,2,0,1950,20.2,9.4,10.1,88.9,13.6
USR0461,18,Female,USA,TikTok,7.66,25,17.6,1,6.5,71,1,29,65.6,38.2,25.1,58.3,29.5
USR0462,17,Male,USA,Instagram,4.77,11,28.6,0,6.4,62,1,255,34.0,32.0,23.7,85.7,15.3
USR0463,29,Male,Germany,Instagram,5.15,11,27.7,1,8.1,22,4,1789,46.3,31.8,11.6,74.2,19.5
USR0464,22,Female,UK,Instagram,4.47,13,23.2,1,7.7,46,6,100,44.5,27.5,13.3,78.7,11.9
USR0465,22,Female,Nigeria,Instagram,5.69,9,38.4,1,8.3,46,2,2512,44.6,24.3,20.6,66.2,22.9
USR0466,13,Male,Kenya,TikTok,6.39,10,38.6,1,7.8,53,1,6097,47.3,32.7,14.1,73.8,25.4
USR0467,28,Non-binary,South Africa,TikTok,4.51,12,22.2,1,7.5,46,0,2408,48.2,30.7,14.6,74.9,20.1
USR0468,15,Female,USA,Instagram,3.36,8,20.9,0,7.9,23,4,1088,22.8,3.1,11.8,76.7,17.9
USR0469,24,Non-binary,India,TikTok,7.3,22,25.7,0,7.5,96,2,206,52.3,23.3,16.8,67.2,23.6
USR0470,25,Male,USA,Instagram,5.02,16,16.0,0,8.1,48,2,615,35.3,21.4,14.6,73.3,13.8
USR0471,33,Female,Kenya,TikTok,3.66,8,23.4,1,8.0,24,4,53,25.8,6.7,8.5,74.6,16.1
USR0472,14,Female,UK,Instagram,6.01,16,21.9,1,8.0,83,5,125,54.1,23.9,17.7,67.0,17.8
USR0473,13,Female,Kenya,TikTok,5.69,14,21.5,1,7.3,36,2,138,38.3,19.1,6.9,76.0,24.6
USR0474,25,Female,USA,Instagram,3.94,13,18.0,1,7.3,26,4,442,38.1,21.3,18.1,77.7,16.6
USR0475,36,Male,USA,TikTok,6.19,19,21.6,1,7.4,63,2,224,53.3,27.8,16.4,65.8,32.6
USR0476,32,Male,USA,Instagram,5.81,19,21.3,1,7.6,75,9,597,61.2,31.0,24.2,62.2,38.3
USR0477,25,Male,India,TikTok,3.86,7,35.6,1,7.2,33,3,1505,25.6,21.2,10.6,94.4,16.6
USR0478,20,Male,South Africa,Instagram,4.0,12,19.1,1,7.1,61,2,139,34.0,19.7,15.2,72.5,12.1
USR0479,29,Male,India,Instagram,2.09,4,31.6,0,8.3,18,5,504,13.1,7.3,6.3,94.9,0.0
USR0480,17,Male,Kenya,TikTok,5.0,9,34.5,1,7.4,40,1,216,39.4,16.2,18.7,74.3,11.1
USR0481,27,Non-binary,Kenya,Instagram,4.54,15,12.9,1,7.6,69,6,536,40.5,28.1,14.1,70.5,26.9
USR0482,27,Male,USA,Instagram,4.65,7,41.5,1,7.5,21,2,1129,36.5,18.1,22.8,75.9,17.4
USR0483,31,Female,Brazil,TikTok,4.33,14,14.2,1,8.5,49,2,1606,35.8,13.7,5.6,70.1,14.3
USR0484,43,Female,South Africa,Instagram,4.17,7,41.9,1,8.4,31,4,1102,35.9,20.5,13.9,74.3,17.2
USR0485,26,Female,South Africa,Instagram,5.11,16,17.9,1,7.0,36,2,750,37.1,18.9,21.7,74.7,25.0
USR0486,20,Male,Nigeria,Instagram,2.26,4,33.3,1,7.8,12,7,47,22.4,11.8,13.5,78.8,15.9
USR0487,23,Female,USA,TikTok,7.67,16,26.5,1,7.5,58,2,79,56.8,31.8,18.7,64.5,31.0
USR0488,13,Female,USA,TikTok,5.85,11,30.0,1,7.7,45,2,117,50.1,25.4,16.9,63.4,28.9
USR0489,19,Female,Kenya,Instagram,6.11,16,29.7,0,7.4,63,5,690,50.4,39.5,16.5,60.4,26.3
USR0490,21,Female,Kenya,Instagram,3.25,7,30.6,1,7.3,34,4,58,28.5,17.8,17.0,76.7,16.1
USR0491,20,Non-binary,Brazil,TikTok,4.45,12,17.6,0,7.4,46,4,669,37.4,25.2,13.4,87.0,20.0
USR0492,25,Female,Nigeria,Instagram,3.37,5,44.9,1,7.6,28,3,599,27.6,7.4,14.5,72.3,13.8
USR0493,18,Male,Nigeria,TikTok,5.77,9,42.0,1,7.6,31,1,22,40.2,18.6,19.0,74.6,24.6
USR0494,31,Female,Kenya,TikTok,4.55,7,38.2,1,8.5,28,1,78,43.4,17.0,29.2,69.8,23.8
USR0495,24,Male,Brazil,TikTok,6.51,15,27.0,1,7.0,30,0,1931,54.7,25.9,25.2,63.4,22.0
USR0496,23,Female,UK,TikTok,3.52,11,19.2,1,7.4,35,2,1148,34.4,22.9,12.0,82.2,20.4
USR0497,21,Male,India,Instagram,3.83,12,25.0,0,7.8,65,4,112,31.5,23.8,7.1,82.5,17.2
USR0498,25,Male,Brazil,TikTok,6.44,12,29.8,0,7.9,40,3,85,42.9,25.3,16.8,66.6,25.1
USR0499,29,Female,Nigeria,Instagram,1.37,3,27.7,1,7.5,9,3,10,16.9,11.4,9.0,83.7,7.8
USR0500,17,Female,UK,Instagram,4.73,14,19.0,1,8.4,58,7,3666,37.5,17.0,4.5,78.6,23.6
USR0501,19,Male,Kenya,Instagram,3.96,8,25.4,0,7.7,18,3,429,25.1,21.5,8.7,84.8,12.2
USR0502,21,Female,Kenya,TikTok,1.55,3,37.7,0,7.9,12,2,6806,12.7,20.4,9.1,90.4,10.7
USR0503,14,Female,South Africa,TikTok,5.48,13,21.8,1,6.7,41,2,302,45.3,27.6,18.1,73.1,19.9
USR0504,18,Male,India,Instagram,1.21,2,36.9,1,8.6,7,3,616,19.2,16.1,13.6,87.7,7.3
USR0505,20,Female,USA,Instagram,5.09,7,38.4,1,7.5,36,3,1536,40.6,25.0,10.2,69.5,23.9
USR0506,30,Male,USA,TikTok,6.98,12,33.7,1,7.3,55,2,4713,49.0,31.2,24.5,66.4,22.5
USR0507,25,Female,USA,Instagram,2.49,6,26.1,0,7.6,22,7,855,12.0,4.4,12.4,92.8,19.2
USR0508,25,Female,Kenya,Instagram,1.65,2,47.1,1,8.0,8,5,404,17.2,9.2,13.7,91.3,12.0
USR0509,29,Male,Nigeria,Instagram,6.56,12,34.6,1,7.1,60,3,420,48.3,29.6,13.5,70.1,24.3
USR0510,23,Male,Nigeria,Instagram,6.36,13,28.6,1,7.3,64,7,84,51.6,34.7,23.7,62.8,30.7
USR0511,26,Male,Nigeria,Instagram,0.5,1,33.5,1,8.1,2,2,227,8.4,3.6,2.5,100.0,1.3
USR0512,23,Female,South Africa,TikTok,2.54,4,42.1,1,7.3,12,1,435,21.4,4.9,4.6,84.6,16.3
USR0513,25,Female,Nigeria,Instagram,6.76,22,16.7,1,8.6,74,6,3206,63.6,28.8,22.2,60.4,37.2
USR0514,19,Female,Kenya,Instagram,3.34,5,40.3,1,7.2,13,2,211,29.3,23.8,9.9,75.0,22.2
USR0515,13,Male,USA,TikTok,6.66,18,22.8,1,7.4,36,3,1986,52.9,21.1,27.0,64.5,23.8
USR0516,23,Male,South Africa,TikTok,3.68,8,29.5,1,7.0,21,1,356,32.9,15.0,18.6,82.1,9.1
USR0517,33,Male,Nigeria,TikTok,2.06,5,24.8,1,7.1,26,2,2605,27.8,19.0,8.3,88.6,10.3
USR0518,30,Male,Kenya,Instagram,1.37,3,28.0,1,8.3,12,3,1113,18.4,11.1,5.4,97.7,7.5
USR0519,30,Female,USA,Instagram,5.78,11,30.8,1,7.5,37,4,1006,48.1,29.5,18.6,71.8,34.0
USR0520,32,Female,India,TikTok,7.88,25,19.3,0,7.7,110,1,1751,56.4,23.8,22.8,63.1,41.4
USR0521,24,Female,UK,Instagram,4.5,11,28.4,1,7.9,54,4,1407,43.4,22.1,23.4,71.4,23.8
USR0522,25,Male,South Africa,TikTok,7.28,22,21.8,1,7.1,75,3,1989,71.3,43.8,32.7,53.6,35.7
USR0523,19,Non-binary,Germany,Instagram,1.78,4,28.8,1,7.7,15,4,9873,16.9,6.2,9.6,94.5,6.4
USR0524,21,Female,India,Instagram,2.62,9,19.6,1,8.8,20,4,4561,23.6,20.4,8.8,90.1,16.7
USR0525,28,Female,UK,Instagram,6.04,18,19.7,1,7.9,78,4,812,53.3,22.9,13.0,61.2,39.8
USR0526,32,Female,USA,TikTok,4.47,15,18.8,1,7.1,51,2,207,45.8,30.7,26.9,76.3,33.6
USR0527,23,Male,Kenya,TikTok,5.23,13,20.9,0,7.6,48,1,698,36.2,19.3,14.1,78.3,24.9
USR0528,20,Male,Germany,TikTok,6.21,15,28.7,1,7.5,55,3,22,46.9,20.5,28.0,63.3,30.2
USR0529,24,Female,USA,TikTok,4.14,12,12.3,1,7.6,54,3,1398,37.8,19.4,17.9,79.3,23.9
USR0530,28,Male,Kenya,Instagram,4.53,14,19.2,1,8.1,60,3,82,44.2,26.5,28.5,68.0,21.8
USR0531,13,Male,India,Instagram,2.66,9,21.2,1,8.4,33,4,2172,26.9,15.2,14.8,71.8,9.0
USR0532,13,Female,Nigeria,Instagram,3.44,7,25.4,1,7.8,14,5,7867,33.2,25.0,7.8,79.0,16.5
USR0533,20,Female,UK,Instagram,4.56,14,20.7,0,7.5,62,3,45,38.6,29.5,14.1,76.7,21.9
USR0534,15,Female,UK,Instagram,3.8,7,30.5,1,8.6,38,2,374,33.6,12.1,13.0,78.4,8.1
USR0535,20,Male,USA,Instagram,5.6,14,22.9,0,8.0,71,6,81,39.1,15.4,12.4,87.5,18.6
USR0536,22,Male,South Africa,Instagram,1.65,3,35.9,1,8.2,17,6,30,22.0,6.9,8.4,89.8,6.0
USR0537,20,Female,Nigeria,Instagram,1.71,3,34.8,1,7.4,7,5,343,15.5,7.7,2.5,91.1,13.8
USR0538,34,Non-binary,USA,TikTok,3.18,10,13.0,1,8.1,28,1,1046,28.1,22.0,12.7,84.5,10.7
USR0539,26,Female,USA,TikTok,5.1,9,31.0,1,7.9,37,2,1250,39.6,24.8,18.2,71.8,21.8
USR0540,26,Female,India,TikTok,5.11,14,24.8,1,6.2,41,2,508,42.8,24.1,15.6,77.3,17.2
USR0541,28,Female,India,Instagram,1.27,3,26.8,0,8.4,6,0,33,5.5,5.6,14.0,97.0,12.4
USR0542,16,Female,USA,Instagram,4.13,7,40.7,1,7.5,25,4,485,41.6,30.6,18.5,76.7,10.6
USR0543,31,Male,UK,TikTok,3.33,7,33.6,0,7.8,22,5,42,30.9,27.9,10.1,77.8,18.3
USR0544,23,Female,Kenya,Instagram,5.15,13,22.7,1,7.1,39,9,47,42.7,26.3,11.1,64.8,13.7
USR0545,28,Female,Brazil,Instagram,4.21,7,43.6,0,7.7,40,2,90,27.0,3.5,13.3,78.3,10.5
USR0546,16,Female,USA,TikTok,6.51,20,19.6,1,8.0,59,3,1948,55.8,30.5,21.2,66.1,29.1
USR0547,13,Female,India,TikTok,4.07,14,14.6,1,7.5,35,1,914,44.0,29.4,23.0,72.0,23.5
USR0548,29,Female,Kenya,Instagram,2.0,3,38.1,1,8.6,7,8,654,25.6,15.4,10.3,87.2,14.2
USR0549,26,Male,Nigeria,TikTok,4.74,8,28.8,0,7.2,41,2,110,23.0,19.5,6.2,80.2,12.4
USR0550,17,Female,USA,Instagram,1.43,3,33.3,1,8.6,14,4,225,19.4,13.3,17.2,91.5,5.9
USR0551,17,Male,South Africa,TikTok,3.52,10,25.9,1,7.9,25,4,51,28.4,10.9,15.3,76.7,13.2
USR0552,31,Female,USA,Instagram,2.16,4,29.3,1,8.3,11,5,3122,29.0,12.1,11.5,85.0,14.7
USR0553,15,Male,Brazil,Instagram,5.35,8,39.4,0,7.5,39,5,10893,34.9,19.0,16.7,72.1,18.6
USR0554,35,Male,USA,Instagram,4.0,10,24.3,1,8.1,30,8,929,32.7,23.8,16.7,71.2,15.9
USR0555,17,Male,USA,Instagram,4.08,13,15.9,1,6.5,77,5,1209,37.8,20.2,11.4,75.9,23.3
USR0556,28,Female,Kenya,TikTok,4.04,9,21.7,0,7.1,37,2,317,26.3,20.0,14.4,89.1,13.7
USR0557,21,Male,South Africa,TikTok,6.46,15,25.2,1,7.5,41,3,35,54.4,30.9,20.5,58.0,28.4
USR0558,28,Male,Nigeria,TikTok,4.07,13,17.8,1,6.7,70,2,113,42.9,33.7,22.4,75.3,19.2
USR0559,20,Female,Brazil,Instagram,4.71,13,20.6,1,7.4,42,2,200,37.4,21.8,13.3,79.6,12.4
USR0560,22,Male,Brazil,Instagram,2.51,7,22.2,0,8.0,22,1,226,25.5,6.7,8.9,96.3,13.7
USR0561,24,Female,Brazil,Instagram,6.23,16,27.6,0,7.0,52,5,160,50.4,32.0,30.5,64.9,32.4
USR0562,16,Female,USA,TikTok,2.55,8,18.2,0,7.7,40,0,433,15.7,22.3,15.1,85.5,10.5
USR0563,29,Female,India,TikTok,5.81,16,22.3,1,7.6,43,0,112,50.1,30.9,4.7,62.5,20.2
USR0564,20,Male,India,TikTok,3.87,12,21.5,1,8.3,42,1,10421,43.8,19.2,23.7,80.4,26.8
USR0565,22,Female,Kenya,TikTok,7.1,20,23.0,1,6.7,42,0,52,64.4,30.1,27.1,55.7,30.2
USR0566,17,Male,UK,Instagram,2.0,5,22.1,1,7.9,26,4,1526,20.6,8.8,6.9,85.9,14.6
USR0567,13,Female,Kenya,TikTok,6.49,13,30.3,0,7.0,43,1,272,46.1,36.8,15.7,59.3,20.9
USR0568,22,Male,USA,TikTok,8.48,17,31.6,0,5.8,50,0,807,68.0,37.4,25.4,60.3,36.1
USR0569,40,Female,Kenya,Instagram,2.76,8,17.3,1,8.1,34,1,864,28.6,13.4,9.5,88.8,11.2
USR0570,29,Male,Kenya,TikTok,6.37,13,33.2,1,7.8,62,1,510,47.7,25.0,14.3,72.4,20.9
USR0571,23,Female,USA,TikTok,4.15,10,29.2,1,8.3,52,1,73,37.4,18.7,8.9,68.7,9.3
USR0572,22,Female,USA,Instagram,3.7,7,29.5,1,7.4,23,8,245,33.1,27.9,10.3,82.4,19.6
USR0573,24,Female,UK,TikTok,8.77,27,20.1,0,6.3,141,2,519,63.4,30.8,29.3,48.8,33.9
USR0574,27,Male,Kenya,Instagram,6.49,11,37.3,1,7.3,42,4,473,51.0,34.2,22.1,66.9,28.1
USR0575,15,Non-binary,USA,Instagram,5.08,16,17.4,1,8.0,38,3,86,41.2,23.1,20.2,74.4,22.2
USR0576,31,Female,Kenya,Instagram,2.87,7,26.1,1,8.1,37,4,2798,25.3,21.3,11.4,85.7,8.1
USR0577,29,Female,UK,TikTok,4.94,9,33.4,1,7.8,37,0,9,42.9,31.7,11.9,75.6,27.2
USR0578,29,Male,UK,Instagram,5.18,13,19.5,0,8.1,57,5,277,29.3,17.3,15.5,77.9,20.6
USR0579,27,Female,UK,TikTok,6.77,13,32.6,1,6.9,74,2,101,55.9,29.7,19.2,54.3,23.2
USR0580,24,Male,India,TikTok,5.34,11,25.8,1,7.4,46,2,530,35.5,21.4,19.5,77.8,20.9
USR0581,28,Male,Nigeria,TikTok,5.53,12,30.5,1,8.3,24,1,1853,38.3,20.1,10.1,74.1,24.4
USR0582,28,Male,India,Instagram,3.41,5,38.9,0,7.8,27,4,48,19.0,4.7,6.5,81.1,6.7
USR0583,21,Female,USA,TikTok,2.11,7,17.6,1,7.5,21,0,13772,25.3,24.2,10.8,77.8,10.9
USR0584,19,Male,USA,TikTok,5.63,8,46.3,1,7.2,32,0,546,47.8,28.4,24.4,77.3,27.1
USR0585,24,Male,UK,Instagram,2.5,7,22.9,1,7.6,19,7,715,26.3,10.9,13.7,90.6,4.1
USR0586,34,Female,Kenya,TikTok,4.79,10,25.5,1,7.8,31,3,46,39.0,11.6,17.0,78.4,13.0
USR0587,15,Female,India,TikTok,7.79,21,19.2,1,6.7,99,2,376,66.0,24.8,37.6,54.6,27.1
USR0588,13,Male,UK,TikTok,3.93,8,27.7,1,7.9,29,1,1732,30.6,21.8,4.6,67.3,4.5
USR0589,25,Female,Nigeria,TikTok,3.3,9,23.2,1,7.5,40,3,552,32.3,16.3,9.8,84.3,22.6
USR0590,24,Male,Kenya,TikTok,5.08,15,21.4,0,6.5,79,3,497,32.6,19.3,11.2,78.6,4.4
USR0591,25,Male,Kenya,TikTok,5.05,14,19.1,1,7.7,47,0,373,44.8,27.1,10.2,70.1,24.5
USR0592,25,Male,Brazil,Instagram,3.61,6,32.6,1,7.9,25,1,51,30.3,15.2,10.1,86.3,20.0
USR0593,22,Female,India,TikTok,3.81,10,23.7,1,8.1,51,3,50,31.8,20.9,17.5,83.9,14.1
USR0594,34,Male,Kenya,TikTok,7.66,15,30.1,1,6.8,72,7,2330,59.0,33.4,22.5,62.0,25.5
USR0595,13,Male,USA,Instagram,2.75,4,47.7,1,7.6,16,3,1515,25.6,15.9,10.9,84.4,14.2
USR0596,18,Male,UK,TikTok,5.13,11,28.1,1,7.8,38,0,1892,47.1,17.8,11.2,71.1,23.6
USR0597,23,Female,South Africa,Instagram,4.42,10,31.9,0,8.5,36,4,117,23.7,9.6,6.6,85.1,17.9
USR0598,13,Male,Kenya,TikTok,3.3,8,21.2,0,7.9,29,2,318,22.6,17.4,8.7,80.1,0.0
USR0599,22,Male,Nigeria,TikTok,7.14,20,16.7,1,7.4,67,2,2559,56.6,27.2,26.9,65.2,22.8
USR0600,35,Male,Brazil,TikTok,7.09,15,25.0,1,7.1,71,0,63,58.9,38.4,16.6,57.7,32.8
USR0601,24,Male,Kenya,TikTok,6.75,14,32.5,1,6.5,35,0,2196,56.0,43.9,22.6,70.8,28.3
USR0602,25,Female,Nigeria,TikTok,5.17,8,44.1,1,8.1,46,2,167,42.3,26.2,23.2,75.4,25.7
USR0603,15,Female,Germany,TikTok,0.5,1,27.7,1,8.9,5,2,111,8.5,13.6,2.4,92.2,5.8
USR0604,19,Male,UK,TikTok,4.04,10,22.9,1,8.1,31,0,384,39.8,25.2,6.1,76.4,19.1
USR0605,21,Male,Nigeria,TikTok,4.07,8,27.0,1,7.7,17,3,75,28.6,14.9,19.9,76.1,12.5
USR0606,21,Male,Kenya,TikTok,3.44,10,15.2,1,8.2,48,3,23,26.3,16.5,15.6,90.1,27.1
USR0607,32,Male,Kenya,TikTok,5.42,13,27.2,1,8.0,64,4,452,40.4,32.3,21.5,81.1,29.4
USR0608,27,Male,Nigeria,TikTok,4.45,10,27.3,1,8.5,58,2,899,38.1,17.5,6.8,79.4,22.0
USR0609,16,Female,Brazil,TikTok,3.72,9,24.8,1,8.3,27,2,2497,36.5,14.6,22.8,85.8,18.7
USR0610,25,Non-binary,USA,Instagram,2.96,8,18.0,1,8.0,18,7,1002,17.3,6.1,5.2,87.9,11.9
USR0611,27,Non-binary,India,TikTok,3.91,11,26.3,1,7.1,62,2,7693,41.7,23.4,16.3,79.3,25.8
USR0612,31,Female,Brazil,Instagram,2.4,4,34.5,1,8.1,12,3,3107,23.7,9.4,7.6,91.8,14.4
USR0613,35,Female,USA,Instagram,4.77,8,37.4,1,7.8,39,5,1220,32.0,27.2,19.3,77.6,11.5
USR0614,16,Female,Kenya,TikTok,4.27,7,32.3,1,8.1,15,3,814,35.4,20.8,14.4,77.7,28.4
USR0615,18,Male,USA,Instagram,4.95,13,22.3,1,8.3,65,10,2553,47.5,29.7,21.6,75.7,25.2
USR0616,15,Female,Brazil,Instagram,1.27,4,19.9,1,8.2,10,7,14,20.0,11.0,10.0,92.7,22.1
USR0617,22,Female,South Africa,TikTok,6.02,13,28.8,0,8.5,62,1,196,44.9,17.6,17.5,66.2,23.6
USR0618,27,Female,Kenya,TikTok,0.5,1,30.5,1,7.5,4,2,24,5.8,1.0,1.0,85.7,1.4
USR0619,30,Female,India,Instagram,5.43,16,21.8,0,7.7,93,5,1090,38.3,17.2,25.9,73.0,27.4
USR0620,23,Male,UK,Instagram,4.7,14,16.7,1,7.3,30,5,132,39.0,24.8,10.4,64.5,21.3
USR0621,21,Male,Brazil,TikTok,3.31,10,20.5,1,7.0,31,0,37402,39.4,26.4,20.4,72.7,20.5
USR0622,25,Female,Kenya,TikTok,3.45,9,23.3,1,7.8,20,1,185,35.0,23.2,17.5,74.7,10.3
USR0623,18,Male,USA,TikTok,4.39,14,19.5,1,7.0,77,2,473,52.5,22.2,28.7,67.4,30.2
USR0624,38,Female,South Africa,TikTok,3.84,5,46.3,1,7.7,21,3,220,29.3,17.7,20.6,84.7,11.7
USR0625,13,Female,USA,Instagram,5.83,9,35.0,1,7.5,37,2,193,41.4,18.6,17.6,77.0,18.0
USR0626,25,Female,USA,TikTok,1.7,2,46.9,1,8.8,5,1,62,17.5,12.4,10.6,92.1,5.8
USR0627,38,Female,Kenya,TikTok,3.19,9,14.6,1,7.2,35,3,59,36.7,24.5,25.9,82.1,21.0
USR0628,24,Male,Nigeria,Instagram,1.64,2,51.7,1,8.7,7,5,15,16.3,4.2,7.4,93.5,0.0
USR0629,22,Male,Nigeria,TikTok,3.53,8,29.0,1,7.9,26,1,914,32.5,23.7,9.2,67.4,15.0
USR0630,21,Female,Brazil,TikTok,7.44,18,27.3,1,7.7,91,1,213,60.0,43.3,22.6,61.2,35.9
USR0631,22,Female,Nigeria,Instagram,3.36,7,29.7,0,7.7,15,3,7335,22.5,19.0,4.8,75.3,3.8
USR0632,33,Female,USA,Instagram,2.34,7,13.7,1,7.4,32,7,62,22.7,14.6,13.7,88.8,12.4
USR0633,13,Male,India,TikTok,6.34,11,31.5,1,6.7,58,2,3694,48.0,26.5,27.0,57.7,20.2
USR0634,34,Male,Kenya,TikTok,4.99,10,30.4,1,7.0,56,0,4265,40.2,23.1,18.0,73.0,17.7
USR0635,14,Non-binary,USA,TikTok,4.38,13,20.6,0,8.0,64,1,2739,32.3,14.8,6.3,81.1,26.1
USR0636,22,Male,India,TikTok,5.64,8,41.6,1,8.2,25,2,573,46.4,25.7,24.0,64.6,13.3
USR0637,20,Female,South Africa,TikTok,6.05,17,22.5,1,7.1,74,1,242,58.9,26.6,16.0,69.1,34.1
USR0638,28,Male,UK,TikTok,6.47,20,19.5,1,7.6,51,0,2735,53.0,19.1,14.3,68.4,23.6
USR0639,13,Female,India,TikTok,7.32,24,18.7,1,6.4,59,4,123,62.2,36.3,26.3,62.4,28.0
USR0640,27,Female,Kenya,TikTok,5.93,19,16.8,1,7.5,86,0,605,49.6,27.4,22.3,71.8,18.1
USR0641,38,Female,Brazil,TikTok,2.72,5,35.6,1,8.3,27,2,377,26.4,12.3,13.8,82.2,17.7
USR0642,14,Male,Kenya,TikTok,4.35,11,22.4,1,7.0,24,3,105,36.4,16.0,16.9,77.5,17.0
USR0643,25,Female,India,TikTok,10.5,17,33.1,1,6.5,41,1,612,75.0,42.2,40.3,49.0,35.6
USR0644,19,Female,Nigeria,TikTok,6.5,13,27.7,1,7.7,55,0,1227,55.3,24.6,23.2,64.8,28.3
USR0645,26,Male,Brazil,TikTok,9.46,15,36.8,0,5.3,43,3,99,49.2,30.8,29.4,58.0,23.6
USR0646,24,Female,India,Instagram,5.49,11,33.0,1,8.2,48,4,804,46.2,33.3,22.9,64.3,11.1
USR0647,19,Female,India,Instagram,4.92,15,19.5,1,7.8,42,4,14,42.7,26.9,11.8,71.4,18.4
USR0648,27,Female,Nigeria,Instagram,3.8,8,27.9,1,8.2,19,6,83,35.2,12.7,14.2,76.3,23.0
USR0649,36,Female,USA,Instagram,6.33,16,20.0,1,7.2,66,1,203,48.8,21.3,32.0,64.1,15.4
USR0650,22,Male,UK,TikTok,2.07,4,33.4,1,7.3,21,2,689,26.3,18.1,10.8,89.6,6.6
USR0651,29,Male,India,TikTok,5.23,12,24.2,0,7.8,56,3,1486,39.4,15.2,13.7,67.9,17.1
USR0652,14,Male,Kenya,TikTok,7.38,25,17.4,1,7.1,131,0,456,67.2,26.0,28.7,57.5,29.2
USR0653,17,Female,Germany,Instagram,2.6,5,35.7,1,8.0,15,6,943,28.2,19.3,10.5,89.3,13.9
USR0654,27,Female,Brazil,Instagram,4.22,11,24.6,0,8.3,60,4,317,26.9,17.2,8.0,85.3,6.9
USR0655,34,Female,Nigeria,TikTok,6.73,15,22.0,0,7.7,52,0,740,43.2,26.3,16.2,75.3,19.3
USR0656,26,Male,South Africa,TikTok,3.56,5,37.4,0,8.8,27,3,683,24.8,14.8,17.6,80.0,12.1
USR0657,21,Male,USA,TikTok,4.39,10,26.1,1,7.8,38,3,188,34.9,19.8,14.8,81.2,21.3
USR0658,23,Female,USA,TikTok,3.37,10,16.6,0,7.5,30,3,236,30.6,15.4,7.8,75.7,22.8
USR0659,15,Female,Nigeria,Instagram,4.63,7,41.6,1,7.6,21,4,992,35.5,23.4,8.5,75.2,16.2
USR0660,28,Male,UK,Instagram,5.3,8,39.9,1,7.8,34,1,6112,42.9,31.4,29.4,71.3,32.8
USR0661,30,Female,India,TikTok,3.58,6,36.3,1,8.4,13,1,2465,39.1,18.4,15.0,74.3,18.4
USR0662,20,Male,USA,Instagram,3.57,10,19.3,1,7.1,57,5,74,31.0,14.6,17.3,78.6,20.5
USR0663,20,Male,UK,Instagram,4.62,13,26.5,1,7.7,40,3,74,41.8,17.8,14.3,71.6,32.5
USR0664,25,Female,India,TikTok,5.43,14,31.8,1,8.3,46,2,180,50.6,21.8,21.8,64.0,26.1
USR0665,20,Male,India,TikTok,4.29,10,24.9,1,7.6,29,1,467,41.3,24.4,25.3,79.2,12.4
USR0666,23,Non-binary,Kenya,TikTok,7.32,23,20.2,1,7.6,46,2,433,61.7,21.8,21.9,59.8,31.4
USR0667,38,Male,South Africa,TikTok,7.56,22,20.9,1,7.4,104,2,2592,61.3,35.0,27.7,61.4,27.0
USR0668,22,Male,USA,TikTok,6.76,21,18.5,1,7.8,91,2,2814,57.6,33.6,16.5,64.3,27.2
USR0669,21,Male,Nigeria,TikTok,5.75,17,17.8,1,7.1,89,1,406,56.1,22.2,34.2,66.3,40.0
USR0670,19,Female,Nigeria,TikTok,4.78,13,18.8,1,7.2,28,2,286,41.2,19.2,19.9,74.4,13.3
USR0671,29,Male,USA,TikTok,3.05,7,22.8,1,8.0,40,0,875,29.2,17.6,11.2,80.7,16.4
USR0672,22,Female,Brazil,Instagram,4.59,14,20.9,1,6.9,46,2,1987,40.5,23.7,17.3,81.7,15.0
USR0673,19,Male,USA,TikTok,3.83,12,17.6,1,7.7,67,5,923,39.6,25.1,14.8,80.3,17.9
USR0674,33,Male,India,TikTok,6.39,9,34.9,1,7.5,21,2,211,47.8,25.9,18.2,68.2,28.4
